Certification Body	Certified Organization Name	TE ID	Retired TE ID	License Number	Native Name	Country/Area	SC Number	SC Version Number	Standard	SC Status	Last Updated Date
Bureau Veritas USA	Zhejiang Rongda Fashion Technique Co., Ltd.	TE-00113554		TE-BVCN2606		China	BVC-TE-00113554-GRS-2506-50004190-V1.0	BVC-TE-00113554-GRS-2506-50004190-V3.0	GRS	Valid	2025-07-30
Bureau Veritas USA	SHANDONG DMPACK TECH CO., LTD	TE-00113577		TE-BVCN3749		China	BVC-TE-00113577-GRS-2505-50003648-V1.0	BVC-TE-00113577-GRS-2505-50003648-V1.0	GRS	Valid	2025-05-20
Bureau Veritas USA	Greenwear Limited	TE-00113586		TE-BVCN7897		China	BVC-TE-00113586-MULTI-2511-50006199-V1.0	BVC-TE-00113586-MULTI-2511-50006199-V12.0	RCS,GRS	Valid	2025-11-27
Bureau Veritas USA	MAD ENGINE GLOBAL LLC	TE-00113626		TE-BVUS0585		United States	BVC-TE-00113626-MULTI-2508-50004752-V1.0	BVC-TE-00113626-MULTI-2508-50004752-V2.0	RCS,GRS	Valid	2025-10-27
Bureau Veritas USA	Guangzhou JinStar Network Technology Co., LTD.	TE-00113723		TE-BVCN3605		China	BVC-TE-00113723-GRS-2506-50004179-V1.0	BVC-TE-00113723-GRS-2506-50004179-V1.0	GRS	Valid	2025-06-24
Bureau Veritas USA	Kunshan Jiapu Packing Material Co., Ltd.	TE-00113784		TE-BVCN3504		China	BVC-TE-00113784-GRS-2505-50003397-V1.0	BVC-TE-00113784-GRS-2505-50003397-V1.0	GRS	Valid	2025-05-06
Bureau Veritas USA	ZHEJIANG SHENGHUA GLASSES CO.,LTD.	TE-00113832		TE-BVCN2429		China	BVC-TE-00113832-GRS-2510-50005904-V1.0	BVC-TE-00113832-GRS-2510-50005904-V1.0	GRS	Valid	2025-10-24
Bureau Veritas USA	ZHANGJIAGANG HONGTAI CLOTHING MATERIAL CO., LTD	TE-00113944		TE-BVCN3825		China	BVC-TE-00113944-GRS-2508-50004969-V1.0	BVC-TE-00113944-GRS-2508-50004969-V2.0	GRS	Valid	2025-09-09
Bureau Veritas USA	Shanghai Suwalper Functional Décor Materials Co.,Ltd	TE-00113961		TE-BVCN7349		China	BVC-TE-00113961-RCS-2509-50005151-V1.0	BVC-TE-00113961-RCS-2509-50005151-V2.0	RCS	Valid	2025-09-17
Bureau Veritas USA	DBin Office Furniture Co.,ltd.	TE-00113978		TE-BVCN3755		China	BVC-TE-00113978-RCS-2508-50004985-V1.0	BVC-TE-00113978-RCS-2508-50004985-V1.0	RCS	Valid	2025-08-21
Bureau Veritas USA	Dongguan Fengcheng Shoe Material Co., LTD	TE-00113980		TE-BVCN7021		China	BVC-TE-00113980-GRS-2506-50004223-V1.0	BVC-TE-00113980-GRS-2506-50004223-V1.0	GRS	Valid	2025-06-24
Bureau Veritas USA	LUOYANG AONISITE TRADING CO., LTD.	TE-00113999		TE-BVCN3752		China	BVC-TE-00113999-RCS-2508-50005041-V1.0	BVC-TE-00113999-RCS-2508-50005041-V1.0	RCS	Valid	2025-08-28
Bureau Veritas USA	LUOYANG STEELCUBE TRADING CO., LTD.	TE-00114000		TE-BVCN3754		China	BVC-TE-00114000-RCS-2508-50005039-V1.0	BVC-TE-00114000-RCS-2508-50005039-V1.0	RCS	Valid	2025-08-28
Bureau Veritas USA	TONGLU HUAHENG KNITTING CO., LTD	TE-00114015		TE-BVCN6603		China	BVC-TE-00114015-GRS-2504-50003082-V1.0	BVC-TE-00114015-GRS-2504-50003082-V7.0	GRS	Valid	2025-09-17
Bureau Veritas USA	TONGLU HUAHENG KNITTING CO., LTD	TE-00114015		TE-BVCN6603		China	BVC-TE-00114015-OCS-2504-50003083-V1.0	BVC-TE-00114015-OCS-2504-50003083-V2.0	OCS	Valid	2025-09-17
Bureau Veritas USA	TONGLU HUAHENG KNITTING CO., LTD	TE-00114015		TE-BVCN6603		China	BVC-TE-00114015-RAF-2505-50003622-V1.0	BVC-TE-00114015-RAF-2505-50003622-V5.0	RWS	Valid	2025-09-24
Bureau Veritas USA	Zhejiang Potential Toy Co., Ltd	TE-00114021		TE-BVCN3921		China	BVC-TE-00114021-GRS-2506-50004026-V1.0	BVC-TE-00114021-GRS-2506-50004026-V1.0	GRS	Valid	2025-06-13
Bureau Veritas USA	Zhejiang Signfashions Co.,Ltd	TE-00114022		TE-BVCN6604		China	BVC-TE-00114022-GRS-2504-50003071-V1.0	BVC-TE-00114022-GRS-2504-50003071-V6.0	GRS	Valid	2025-09-19
Bureau Veritas USA	Zhejiang Signfashions Co.,Ltd	TE-00114022		TE-BVCN6604		China	BVC-TE-00114022-OCS-2504-50003072-V1.0	BVC-TE-00114022-OCS-2504-50003072-V2.0	OCS	Valid	2025-09-19
Bureau Veritas USA	Zhejiang Signfashions Co.,Ltd	TE-00114022		TE-BVCN6604		China	BVC-TE-00114022-RAF-2505-50003477-V1.0	BVC-TE-00114022-RAF-2505-50003477-V5.0	RWS	Valid	2025-09-25
Bureau Veritas USA	LINYI YUTAI ARTS & CRAFTS CO.,LTD.	TE-00114034		TE-BVCN3936		China	BVC-TE-00114034-GRS-2506-50003979-V1.0	BVC-TE-00114034-GRS-2506-50003979-V1.0	GRS	Valid	2025-06-12
Bureau Veritas USA	WUXI XINJIEFULIAN TEXTILE CO.,LTD	TE-00114042		TE-BVCN6258		China	BVC-TE-00114042-GRS-2505-50003505-V1.0	BVC-TE-00114042-GRS-2505-50003505-V2.0	GRS	Valid	2025-09-05
Bureau Veritas USA	WUXI XINJIEFULIAN TEXTILE CO., LTD	TE-00114042		TE-BVCN6258		China	BVC-TE-00114042-OCS-2501-50002189-V1.0	BVC-TE-00114042-OCS-2501-50002189-V4.0	OCS	Valid	2025-09-24
Bureau Veritas USA	Zhangjiagang Jiayin wool yarn Co., LTD	TE-00114195		TE-BVCN3971		China	BVC-TE-00114195-GRS-2505-50003727-V1.0	BVC-TE-00114195-GRS-2505-50003727-V4.0	GRS	Valid	2025-07-03
Bureau Veritas USA	Zhangjiagang Jiayin wool yarn Co., LTD	TE-00114195		TE-BVCN3971		China	BVC-TE-00114195-RAF-2505-50003580-V1.0	BVC-TE-00114195-RAF-2505-50003580-V3.0	RWS	Valid	2025-06-23
Bureau Veritas USA	CHEAP THRILLS CYCLES PTY LTD.	TE-00114238		BVAU0003		Australia	BVC-TE-00114238-GRS-2501-00000013-V1.0	BVC-TE-00114238-GRS-2501-00000013-V1.0	GRS	Valid	2025-01-20
Bureau Veritas USA	CHEAP THRILLS CYCLES PTY LTD.	TE-00114238		BVAU0003		Australia	BVC-TE-00114238-OCS-2501-00000004-V1.0	BVC-TE-00114238-OCS-2501-00000004-V1.0	OCS	Valid	2025-01-20
Bureau Veritas USA	Suzhou Wensongfang Textile Technology Co., Ltd.	TE-00114287		TE-BVCN2411		China	BVC-TE-00114287-GRS-2412-50001830-V1.0	BVC-TE-00114287-GRS-2412-50001830-V8.0	GRS	Valid	2025-10-31
Bureau Veritas USA	NINGBO BETTER INFORMATION TECHNOLOGY CO., LTD	TE-00114319		TE-BVCN3760		China	BVC-TE-00114319-GRS-2505-50003804-V1.0	BVC-TE-00114319-GRS-2505-50003804-V2.0	GRS	Valid	2025-07-22
Bureau Veritas USA	SHAOXING REAL HEART TEXTILE CO.,LTD	TE-00114324		TE-BVCN3959		China	BVC-TE-00114324-GRS-2505-50003773-V1.0	BVC-TE-00114324-GRS-2505-50003773-V1.0	GRS	Valid	2025-05-28
Bureau Veritas USA	PROSPERITY FOOTWEAR SOLE CO.,LTD	TE-00114333		TE-BVLA0500		Laos	BVC-TE-00114333-RCS-2505-50003666-V1.0	BVC-TE-00114333-RCS-2505-50003666-V27.0	RCS	Valid	2025-11-06
Bureau Veritas USA	ZHEJIANG SUNENEW SYNTHETIC LEATHER CO., LTD.	TE-00114356		TE-BVCN2937		China	BVC-TE-00114356-RCS-2504-50002882-V1.0	BVC-TE-00114356-RCS-2504-50002882-V2.0	RCS	Valid	2025-10-16
Bureau Veritas USA	ANHUI SHILIN LIGHTING CO.,LTD	TE-00114399		TE-BVCN3906		China	BVC-TE-00114399-GRS-2506-50004081-V1.0	BVC-TE-00114399-GRS-2506-50004081-V3.0	GRS	Valid	2025-08-15
Bureau Veritas USA	BIGFUN LEISURE TOYS & SPORTS VIETNAM CO., LTD	TE-00320414		TE-BVVN0207		Vietnam	BVC-TE-00114403-GRS-2506-50003848-V1.0	BVC-TE-00114403-GRS-2506-50003848-V7.0	GRS	Valid	2025-10-09
Bureau Veritas USA	EVERMAX GARMENT ACCESSORIES (CAMBODIA) CO., LTD	TE-00114415		TE-BVKH0534		Cambodia	BVC-TE-00114415-GRS-2509-50005576-V1.0	BVC-TE-00114415-GRS-2509-50005576-V1.0	GRS	Valid	2025-09-19
Bureau Veritas USA	Shaoxing Siming Textile Co., Ltd.	TE-00114462		TE-BVCN7338		China	BVC-TE-00114462-RCS-2508-50004855-V1.0	BVC-TE-00114462-RCS-2508-50004855-V1.0	RCS	Valid	2025-08-11
Bureau Veritas USA	Suzhou Jiujia Textile Co., Ltd	TE-00114473		TE-BVCN3956		China	BVC-TE-00114473-GRS-2506-50003850-V1.0	BVC-TE-00114473-GRS-2506-50003850-V1.0	GRS	Valid	2025-06-03
Bureau Veritas USA	Able Leader Company Limited	TE-00114543		TE-BVHK0068		Hong Kong	BVC-TE-00114543-GRS-2501-50002183-V1.0	BVC-TE-00114543-GRS-2501-50002183-V2.0	GRS	Valid	2025-09-08
Bureau Veritas USA	Able Leader Company Limited	TE-00114543		TE-BVHK0068		Hong Kong	BVC-TE-00114543-OCS-2501-50002184-V1.0	BVC-TE-00114543-OCS-2501-50002184-V3.0	OCS	Valid	2025-05-27
Bureau Veritas USA	ANATOLYA TEKSTIL VE INSAAT TICARET LIMITED SIRKETI	TE-00114544		TE-BVTR0507		Turkey	BVC-TE-00114544-RCS-2506-50003957-V1.0	BVC-TE-00114544-RCS-2506-50003957-V1.0	RCS	Valid	2025-06-11
Bureau Veritas USA	BEND GRUP TEKSTIL PLASTIK OTOMOTIV SANAYI VE TICARET LIMITED SIRKETI	TE-00114546		TE-BVTR0504		Turkey	BVC-TE-00114546-OCS-2506-50003839-V1.0	BVC-TE-00114546-OCS-2506-50003839-V1.0	OCS	Valid	2025-06-14
Bureau Veritas USA	BEND GRUP TEKSTIL PLASTIK OTOMOTIV SANAYI VE TICARET LIMITED SIRKETI	TE-00114546		TE-BVTR0504		Turkey	BVC-TE-00114546-RCS-2506-50003838-V1.0	BVC-TE-00114546-RCS-2506-50003838-V1.0	RCS	Valid	2025-06-14
Bureau Veritas USA	Shaoxing Sailyin Textile Co., Ltd.	TE-00114587		TE-BVCN3818		China	BVC-TE-00114587-GRS-2505-50003565-V1.0	BVC-TE-00114587-GRS-2505-50003565-V2.0	GRS	Valid	2025-11-25
Bureau Veritas USA	Yingde Kangsheng Packaging Co., Ltd.	TE-00114593		TE-BVCN3991		China	BVC-TE-00114593-GRS-2508-50004932-V1.0	BVC-TE-00114593-GRS-2508-50004932-V3.0	GRS	Valid	2025-10-28
Bureau Veritas USA	Jiangyin Huasheng Textile Co., Ltd.	TE-00114620		TE-BVCN2527		China	BVC-TE-00114620-GRS-2503-50002774-V1.0	BVC-TE-00114620-GRS-2503-50002774-V2.0	GRS	Valid	2025-07-16
Bureau Veritas USA	NINGBO MIK SUPPLY CHAIN MANAGEMENT CO.,LTD.	TE-00114626		TE-BVCN4009		China	BVC-TE-00114626-GRS-2505-50003734-V1.0	BVC-TE-00114626-GRS-2505-50003734-V2.0	GRS	Valid	2025-05-27
Bureau Veritas USA	Fredericks Design & Trade Sdn Bhd	TE-00114663		TE-BVMY0500		Malaysia	BVC-TE-00114663-GRS-2509-50005198-V1.0	BVC-TE-00114663-GRS-2509-50005198-V1.0	GRS	Valid	2025-09-05
Bureau Veritas USA	GOLDENS TREE TEXTILE CO., LTD.	TE-00114721		TE-BVTW0014		Taiwan	BVC-TE-00114721-GRS-2505-50003632-V1.0	BVC-TE-00114721-GRS-2505-50003632-V1.0	GRS	Valid	2025-05-21
Bureau Veritas USA	Ocean King New Material Technology Co., Ltd	TE-00114802		TE-BVCN2968		China	BVC-TE-00114802-GRS-2504-50003166-V1.0	BVC-TE-00114802-GRS-2504-50003166-V1.0	GRS	Valid	2025-04-15
Bureau Veritas USA	COBEST (CAMBODIA) FIRST GARMENT CO LTD	TE-00114849		TE-BVKH0515		Cambodia	BVC-TE-00114849-GRS-2505-50003572-V1.0	BVC-TE-00114849-GRS-2505-50003572-V1.0	GRS	Valid	2025-05-15
Bureau Veritas USA	COBEST (CAMBODIA) FIRST GARMENT CO LTD	TE-00114849		TE-BVKH0515		Cambodia	BVC-TE-00114849-RCS-2505-50003571-V1.0	BVC-TE-00114849-RCS-2505-50003571-V1.0	RCS	Valid	2025-05-15
Bureau Veritas USA	Anhui Mein Garments Mfg. Co., Ltd.	TE-00114941		TE-BVCN3887		China	BVC-TE-00114941-RDS-2506-50004085-V1.0	BVC-TE-00114941-RDS-2506-50004085-V2.0	RDS	Valid	2025-09-04
Bureau Veritas USA	SHINSUN INVESTMENT HOLDING LTD	TE-00114959		TE-BVTW0022		Taiwan	BVC-TE-00114959-RCS-2506-50003836-V1.0	BVC-TE-00114959-RCS-2506-50003836-V2.0	RCS	Valid	2025-09-04
Bureau Veritas USA	Shaoxing Yuzhan Textile Co., Ltd.	TE-00115033		TE-BVCN4015		China	BVC-TE-00115033-GRS-2505-50003807-V1.0	BVC-TE-00115033-GRS-2505-50003807-V1.0	GRS	Valid	2025-05-30
Bureau Veritas USA	Confitex Apparel Technology Company Limited	TE-00115059		TE-BVCN3830		China	BVC-TE-00115059-RCS-2506-50004020-V1.0	BVC-TE-00115059-RCS-2506-50004020-V1.0	RCS	Valid	2025-06-13
Bureau Veritas USA	DONGGUAN HAO YANG NEW MATERIALS CO., LTD	TE-00115063		TE-BVCN3968		China	BVC-TE-00115063-GRS-2505-50003769-V1.0	BVC-TE-00115063-GRS-2505-50003769-V1.0	GRS	Valid	2025-05-28
Bureau Veritas USA	Dongguan Zhongzhixing New Material Technology Co.,Ltd	TE-00115065		TE-BVCN3973		China	BVC-TE-00115065-GRS-2506-50004206-V1.0	BVC-TE-00115065-GRS-2506-50004206-V1.0	GRS	Valid	2025-06-25
Bureau Veritas USA	Jiangsu Longyuan Special Fiber Co., Ltd.	TE-00115167		TE-BVCN5046		China	BVC-TE-00115167-GRS-2508-50004773-V1.0	BVC-TE-00115167-GRS-2508-50004773-V1.0	GRS	Valid	2025-08-07
Bureau Veritas USA	Changzhou Baojuan Weaving Co.,Ltd	TE-00115178		TE-BVCN3777		China	BVC-TE-00115178-GRS-2505-50003545-V1.0	BVC-TE-00115178-GRS-2505-50003545-V1.0	GRS	Valid	2025-05-13
Bureau Veritas USA	Changzhou Baojuan Weaving Co.,Ltd	TE-00115178		TE-BVCN3777		China	BVC-TE-00115178-OCS-2505-50003546-V1.0	BVC-TE-00115178-OCS-2505-50003546-V2.0	OCS	Valid	2025-10-28
Bureau Veritas USA	YANGZHOU JIN JING GARMENT CO. LTD	TE-00115201		TE-BVCN3896		China	BVC-TE-00115201-RDS-2505-50003537-V1.0	BVC-TE-00115201-RDS-2505-50003537-V1.0	RDS	Valid	2025-05-13
Bureau Veritas USA	Green (Jiangsu) Environmental Protection Technology Co., LTD.	TE-00115271		TE-BVCN4062		China	BVC-TE-00115271-GRS-2509-50005139-V1.0	BVC-TE-00115271-GRS-2509-50005139-V1.0	GRS	Valid	2025-09-02
Bureau Veritas USA	Suzhou Guanxian Textile Factory (Limited Partnership)	TE-00115308		TE-BVCN3670		China	BVC-TE-00115308-GRS-2508-50004861-V1.0	BVC-TE-00115308-GRS-2508-50004861-V1.0	GRS	Valid	2025-08-13
Bureau Veritas USA	SHAOXING WEIYI TEXTILE CO.,LTD.	TE-00115420		TE-BVCN3030		China	BVC-TE-00115420-GRS-2502-50002348-V1.0	BVC-TE-00115420-GRS-2502-50002348-V4.0	GRS	Valid	2025-08-04
Bureau Veritas USA	Shaoxing Keqiao Wujia knitting Co., LTD.	TE-00115444		TE-BVCN3915		China	BVC-TE-00115444-GRS-2505-50003549-V1.0	BVC-TE-00115444-GRS-2505-50003549-V4.0	GRS	Valid	2025-08-20
Bureau Veritas USA	HAINING HONGCHEN WARP KNITTING CO., LTD.	TE-00115483		TE-BVCN4057		China	BVC-TE-00115483-GRS-2506-50004235-V1.0	BVC-TE-00115483-GRS-2506-50004235-V1.0	GRS	Valid	2025-06-27
Bureau Veritas USA	Shanghai Swan I/E Corp. Ltd.	TE-00115505		TE-BVCN3640		China	BVC-TE-00115505-GRS-2505-50003771-V1.0	BVC-TE-00115505-GRS-2505-50003771-V14.0	GRS	Valid	2025-11-28
Bureau Veritas USA	Shanghai Swan I/E Corp. Ltd.	TE-00115505		TE-BVCN3640		China	BVC-TE-00115505-OCS-2509-50005583-V1.0	BVC-TE-00115505-OCS-2509-50005583-V5.0	OCS	Valid	2025-11-25
Bureau Veritas USA	Shanghai Swan I/E Corp. Ltd.	TE-00115505		TE-BVCN3640		China	BVC-TE-00115505-RAF-2508-50004831-V1.0	BVC-TE-00115505-RAF-2508-50004831-V5.0	RWS	Valid	2025-11-13
Bureau Veritas USA	Shanghai Swan I/E Corp. Ltd.	TE-00115505		TE-BVCN3640		China	BVC-TE-00115505-RCS-2508-10000872-V1.0	BVC-TE-00115505-RCS-2508-10000872-V5.0	RCS	Valid	2025-11-13
Bureau Veritas USA	Qingdao Eureka Fashion Art & Craft Co., Ltd	TE-00115519		TE-BVCN2818		China	BVC-TE-00115519-RCS-2501-50001971-V1.0	BVC-TE-00115519-RCS-2501-50001971-V18.0	RCS	Valid	2025-11-28
Bureau Veritas USA	MMP CORPORATION LTD	TE-00115520		TE-BVTH0004		Thailand	BVC-TE-00115520-GRS-2508-50005192-V1.0	BVC-TE-00115520-GRS-2508-50005192-V1.0	GRS	Valid	2025-08-07
Bureau Veritas USA	Tongxiang Jinghui Textile Technology Co., LTD.	TE-00115524		TE-BVCN3954		China	BVC-TE-00115524-RAF-2505-50003812-V1.0	BVC-TE-00115524-RAF-2505-50003812-V1.0	RWS	Valid	2025-05-30
Bureau Veritas USA	Hangzhou New GuanShi GarmentCo, Ltd.	TE-00115545		TE-BVCN4068		China	BVC-TE-00115545-GRS-2506-50003927-V1.0	BVC-TE-00115545-GRS-2506-50003927-V1.0	GRS	Valid	2025-06-07
Bureau Veritas USA	Hangzhou New Guanshi Garment Co., Ltd.	TE-00115545		TE-BVCN4068		China	BVC-TE-00115545-RCS-2506-50003928-V1.0	BVC-TE-00115545-RCS-2506-50003928-V1.0	RCS	Valid	2025-06-07
Bureau Veritas USA	Tonglu JinHe Knitting Textile Co., LTD	TE-00115571		TE-BVCN1939		China	BVC-TE-00115571-GRS-2505-50003463-V1.0	BVC-TE-00115571-GRS-2505-50003463-V1.0	GRS	Valid	2025-05-08
Bureau Veritas USA	Suzhou Zheshi Chemical Fiber Co., Ltd	TE-00115587		TE-BVCN7660		China	BVC-TE-00115587-MULTI-2509-50005555-V1.0	BVC-TE-00115587-MULTI-2509-50005555-V11.0	RCS,GRS	Valid	2025-12-01
Bureau Veritas USA	Tongxiang Minghui Dyeing and Finishing Co., LTD	TE-00115624		TE-BVCN3895		China	BVC-TE-00115624-GRS-2506-50004146-V1.0	BVC-TE-00115624-GRS-2506-50004146-V6.0	GRS	Valid	2025-11-19
Bureau Veritas USA	Tongxiang Minghui Dyeing and Finishing Co., LTD	TE-00115624		TE-BVCN3895		China	BVC-TE-00115624-RAF-2510-50005630-V1.0	BVC-TE-00115624-RAF-2510-50005630-V1.0	RWS	Valid	2025-10-09
Bureau Veritas USA	COOL CREATION BV	TE-00115661		TE-BVBE0002		Belgium	BVC-TE-00115661-GRS-2508-50004982-V1.0	BVC-TE-00115661-GRS-2508-50004982-V1.0	GRS	Valid	2025-08-19
Bureau Veritas USA	JORDACHE LIMITED	TE-00115708		BVUS0130		United States	BVC-TE-00115708-MULTI-2507-00000004-V1.0	BVC-TE-00115708-MULTI-2507-00000004-V1.0	GRS,RCS	Valid	2025-07-14
Bureau Veritas USA	Qing Dao Cherry Fashion Co., Ltd.	TE-00115756		TE-BVCN4048		China	BVC-TE-00115756-GRS-2506-50004200-V1.0	BVC-TE-00115756-GRS-2506-50004200-V2.0	GRS	Valid	2025-11-20
Bureau Veritas USA	Qing Dao Cherry Fashion Co., Ltd.	TE-00115756		TE-BVCN4048		China	BVC-TE-00115756-OCS-2509-50005271-V1.0	BVC-TE-00115756-OCS-2509-50005271-V1.0	OCS	Valid	2025-09-11
Bureau Veritas USA	Qing Dao Cherry Fashion Co., Ltd	TE-00115756		TE-BVCN4048		China	BVC-TE-00115756-RAF-2504-50003000-V1.0	BVC-TE-00115756-RAF-2504-50003000-V1.0	RWS	Valid	2025-04-08
Bureau Veritas USA	Qing Dao Cherry Fashion Co., Ltd.	TE-00115756		TE-BVCN4048		China	BVC-TE-00115756-RCS-2506-50004202-V1.0	BVC-TE-00115756-RCS-2506-50004202-V6.0	RCS	Valid	2025-09-16
Bureau Veritas USA	ANHUI TUQIANG STATIONERY MANUFACTURING CO., LTD	TE-00115758		TE-BVCN4084		China	BVC-TE-00115758-GRS-2506-50003985-V1.0	BVC-TE-00115758-GRS-2506-50003985-V1.0	GRS	Valid	2025-06-14
Bureau Veritas USA	Tongxiang Tongsheng Textile Co., Ltd	TE-00115814		TE-BVCN7016		China	BVC-TE-00115814-GRS-2506-50004205-V1.0	BVC-TE-00115814-GRS-2506-50004205-V1.0	GRS	Valid	2025-06-25
Bureau Veritas USA	DONGGUAN HONGBO HARDWARE PRODUCTS CO LTD	TE-00115855		TE-BVCN4095		China	BVC-TE-00115855-RCS-2506-50004229-V1.0	BVC-TE-00115855-RCS-2506-50004229-V3.0	RCS	Valid	2025-11-03
Bureau Veritas USA	Hangzhou Qiansheng Textile Co., Ltd.	TE-00115876		TE-BVCN4030		China	BVC-TE-00115876-GRS-2506-50004067-V1.0	BVC-TE-00115876-GRS-2506-50004067-V1.0	GRS	Valid	2025-06-17
Bureau Veritas USA	Changzhou ShengJie Chemical Fibre Co., Ltd.	TE-00115908		TE-BVCN4064		China	BVC-TE-00115908-GRS-2505-50003624-V1.0	BVC-TE-00115908-GRS-2505-50003624-V1.0	GRS	Valid	2025-05-21
Bureau Veritas USA	Dongguan Xin'ao Textile Co., Ltd.	TE-00115912		TE-BVCN4092		China	BVC-TE-00115912-GRS-2506-50003916-V1.0	BVC-TE-00115912-GRS-2506-50003916-V4.0	GRS	Valid	2025-10-09
Bureau Veritas USA	Shaoxing YZ Knitting Co., Ltd	TE-00115924		TE-BVCN4023		China	BVC-TE-00115924-GRS-2506-50003926-V1.0	BVC-TE-00115924-GRS-2506-50003926-V2.0	GRS	Valid	2025-06-11
Bureau Veritas USA	Zhaoan Jumei Floral Decor Co., Ltd.	TE-00115928		TE-BVCN4094		China	BVC-TE-00115928-GRS-2506-50004264-V1.0	BVC-TE-00115928-GRS-2506-50004264-V1.0	GRS	Valid	2025-06-30
Bureau Veritas USA	Zhejiang Canyu Textile Co., Ltd.	TE-00115929		TE-BVCN4090		China	BVC-TE-00115929-GRS-2505-50003694-V1.0	BVC-TE-00115929-GRS-2505-50003694-V1.0	GRS	Valid	2025-05-23
Bureau Veritas USA	Ningbo Vanpr Stationery Co.,Ltd	TE-00115976		TE-BVCN3592		China	BVC-TE-00115976-GRS-2505-50003823-V1.0	BVC-TE-00115976-GRS-2505-50003823-V2.0	GRS	Valid	2025-09-08
Bureau Veritas USA	Ningbo Vanpr Stationery Co.,Ltd	TE-00115976		TE-00115976		China	BVC-TE-00115976-RCS-2506-10000828-V1.0	BVC-TE-00115976-RCS-2506-10000828-V1.0	RCS	Valid	2025-06-04
Bureau Veritas USA	Shaoxing Huishuo Knitting Co., Ltd.	TE-00115977		TE-BVCN3634		China	BVC-TE-00115977-GRS-2505-50003675-V1.0	BVC-TE-00115977-GRS-2505-50003675-V1.0	GRS	Valid	2025-05-22
Bureau Veritas USA	Shaoxing Shengshi Textile Co., Ltd.	TE-00115978		TE-BVCN4058		China	BVC-TE-00115978-GRS-2506-50004052-V1.0	BVC-TE-00115978-GRS-2506-50004052-V1.0	GRS	Valid	2025-06-16
Bureau Veritas USA	Xiamen Sheng Xin Rui Sports Goods Co., Ltd.	TE-00116027		TE-BVCN6389		China	BVC-TE-00116027-GRS-2502-50002479-V1.0	BVC-TE-00116027-GRS-2502-50002479-V8.0	GRS	Valid	2025-10-16
Bureau Veritas USA	PT PRYM INTIMATES INDONESIA	TE-00116060		TE-BVID0044		Indonesia	BVC-TE-00116060-GRS-2505-50003586-V1.0	BVC-TE-00116060-GRS-2505-50003586-V1.0	GRS	Valid	2025-05-20
Bureau Veritas USA	Jiangsu Heroes In Harm's Way New Material Co., Ltd.	TE-00116094		TE-BVCN3773		China	BVC-TE-00116094-GRS-2506-50004099-V1.0	BVC-TE-00116094-GRS-2506-50004099-V5.0	GRS	Valid	2025-11-10
Bureau Veritas USA	Huzhou Mingo Textile Technology Co., Ltd.	TE-00116099		TE-BVCN4125		China	BVC-TE-00116099-GRS-2505-50003785-V1.0	BVC-TE-00116099-GRS-2505-50003785-V2.0	GRS	Valid	2025-07-16
Bureau Veritas USA	Dongguan Yekun Plastic Materials Co., Ltd.	TE-00116138		TE-BVCN4059		China	BVC-TE-00116138-GRS-2506-50004237-V1.0	BVC-TE-00116138-GRS-2506-50004237-V1.0	GRS	Valid	2025-06-27
Bureau Veritas USA	LIAN HE ALUMINIUM CO., LTD	TE-00116193		TE-BVVN0208		Vietnam	BVC-TE-00116193-GRS-2506-50003843-V1.0	BVC-TE-00116193-GRS-2506-50003843-V1.0	GRS	Valid	2025-06-03
Bureau Veritas USA	NIEN HSING TEXTILE CO., LTD.	TE-00116198		TE-BVTW0086		Taiwan	BVC-TE-00116198-MULTI-2507-50004610-V1.0	BVC-TE-00116198-MULTI-2507-50004610-V1.0	RCS,OCS	Valid	2025-07-21
Bureau Veritas USA	Taizhou Yixiu Shoes Co.,ltd	TE-00116259		TE-BVCN4145		China	BVC-TE-00116259-GRS-2506-50004071-V1.0	BVC-TE-00116259-GRS-2506-50004071-V1.0	GRS	Valid	2025-06-17
Bureau Veritas USA	Guangzhou Fortune Star bags Co., Ltd.	TE-00116264		TE-BVCN2744		China	BVC-TE-00116264-GRS-2501-50002105-V1.0	BVC-TE-00116264-GRS-2501-50002105-V3.0	GRS	Valid	2025-08-07
Bureau Veritas USA	Guangzhou Fortune Star bags Co., Ltd.	TE-00116264		TE-00116264		China	BVC-TE-00116264-RCS-2503-10000762-V1.0	BVC-TE-00116264-RCS-2503-10000762-V1.0	RCS	Valid	2025-03-14
Bureau Veritas USA	YANTAI HONGYI GARMENT CO., LTD	TE-00116280		TE-BVCN0768		China	BVC-TE-00116280-GRS-2505-50003698-V1.0	BVC-TE-00116280-GRS-2505-50003698-V3.0	GRS	Valid	2025-11-04
Bureau Veritas USA	DONGYANG SUN WELL TOOLS CO., LTD	TE-00116288		TE-BVCN2680		China	BVC-TE-00116288-GRS-2501-50002040-V1.0	BVC-TE-00116288-GRS-2501-50002040-V2.0	GRS	Valid	2025-08-07
Bureau Veritas USA	DONGYANG SUN WELL TOOLS CO., LTD	TE-00116288		TE-BVCN2680		China	BVC-TE-00116288-RCS-2501-10000703-V1.0	BVC-TE-00116288-RCS-2501-10000703-V5.0	RCS	Valid	2025-11-24
Bureau Veritas USA	Yangzhou Kingsocean Garment Co.,Ltd.	TE-00116411		TE-BVCN4141		China	BVC-TE-00116411-OCS-2507-50004580-V1.0	BVC-TE-00116411-OCS-2507-50004580-V1.0	OCS	Valid	2025-07-23
